neighborhood_slug,listings,median_asking_price,median_price_per_sqm,p25_price_per_sqm,p75_price_per_sqm,median_building_size_sqm,median_rooms,median_construction_year_jalali,median_latitude,median_longitude,median_location_radius,elevator_share,parking_share,warehouse_share,rebuilt_share,balcony_share,price_vs_city_median_pct,stabilized_price_per_sqm,stabilization_weight,iqr_price_per_sqm
chitgar,894,4000000000.0,41176470.5882353,22000000.0,66452510.40693229,101.0,2.0,1403.0,35.72515106201172,51.18548202514648,500.0,0.9556592765460911,0.9795454545454545,0.975,0.1945031712473573,0.9899598393574297,-50.588235294117645,46840511.57828224,0.8171846435100548,44452510.40693229
niavaran,878,33500000000.0,196739803.59196675,164501212.85627654,250000000.0,170.0,3.0,1396.0,35.81520462036133,51.4692611694336,500.0,0.978021978021978,0.9904761904761905,0.9880952380952381,0.36174636174636177,0.972972972972973,136.0877643103601,167755348.12112314,0.8144712430426716,85498787.14372346
dr-hoshyar,826,5100000000.0,76086956.52173913,65909090.90909091,84210526.31578948,73.0,2.0,1396.0,35.693904876708984,51.35068321228027,500.0,0.8192457737321196,0.7675879396984925,0.8881909547738693,0.6006600660066007,0.93033381712627,-8.695652173913048,77448263.14313309,0.8050682261208577,18301435.40669857
bagh-feyz,824,7700000000.0,100000000.0,89775916.04823747,111691176.47058824,80.0,2.0,1391.0,35.744869232177734,51.32010269165039,500.0,0.7620253164556962,0.9267990074441688,0.966501240694789,0.6054313099041534,0.9316546762589928,20.000000000000018,96501688.62792112,0.8046875,21915260.422350764
azarbaijan,799,4150000000.0,71428571.42857143,61970149.25373134,80000000.0,60.0,1.0,1388.0,35.698368072509766,51.36988830566406,500.0,0.4163424124513619,0.5788804071246819,0.9071246819338422,0.7714285714285715,0.8899082568807339,-14.28571428571428,73667295.30234963,0.7997997997997998,18029850.74626866
marzdaran,798,13780000000.0,138668890.93419236,117647058.8235294,162121621.6216216,105.0,2.0,1395.0,35.73454475402832,51.33983612060547,500.0,0.9442176870748299,0.9631093544137023,0.9736495388669302,0.45489443378119004,0.9390962671905697,66.40266912103084,125215572.37973724,0.7995991983967936,44474562.7980922
zafaraniyeh,795,45000000000.0,234375000.0,192857142.85714287,284807692.3076923,190.0,3.0,1394.0,35.807945251464844,51.41414260864258,500.0,0.9932975871313673,0.9872448979591837,0.9910714285714286,0.42028985507246375,0.9887850467289719,181.25,190388814.47007558,0.7989949748743719,91950549.45054942
north-shahran,781,8700000000.0,97500000.0,85000000.0,108823529.41176471,95.0,2.0,1391.0,35.7661018371582,51.288944244384766,500.0,0.8844086021505376,0.9269588313413014,0.9721115537848606,0.6654929577464789,0.96843853820598,17.000000000000014,94428549.51927362,0.7961264016309888,23823529.41176471
south-shahran,754,7945000000.0,100000000.0,89781096.56301145,113896321.07023412,80.0,2.0,1393.0,35.759620666503906,51.29092788696289,500.0,0.8475033738191633,0.9623655913978495,0.9825268817204301,0.6208112874779541,0.9506172839506173,20.000000000000018,96249871.43184596,0.790356394129979,24115224.507222667
narmak,728,7100000000.0,95571895.4248366,80598072.56235828,115000000.0,82.0,2.0,1393.0,35.736019134521484,51.49953079223633,500.0,0.6864274570982839,0.7915451895043731,0.9606413994169096,0.5032537960954447,0.8329853862212944,14.686274509803932,92790701.22040312,0.7844827586206896,34401927.437641725
